137, 142, 252, 252
138, 142, 252, 258
139, 142, 252, 255
140, 141, 252, 258
141, 140, 252, 258
142, 140, 252, 259
143, 140, 252, 254
144, 140, 252, 258
145, 139, 252, 258
146, 139, 252, 258
147, 138, 252, 256
148, 138, 252, 257
149, 138, 252, 263
150, 138, 252, 256
151, 138, 252, 259
152, 137, 252, 263
153, 137, 252, 259
154, 136, 252, 264
155, 136, 252, 259
156, 136, 252, 260
157, 135, 252, 263
158, 136, 252, 263
159, 136, 253, 262
160, 135, 253, 263
161, 135, 253, 259
162, 134, 252, 259
163, 134, 252, 258
164, 134, 252, 258
165, 134, 253, 256
166, 134, 253, 258
167, 133, 253, 257
168, 133, 253, 259
169, 133, 253, 262
170, 133, 253, 264
171, 132, 253, 260
172, 132, 253, 262
173, 132, 253, 262
174, 131, 253, 264
175, 131, 253, 261
176, 131, 253, 262
177, 131, 253, 263
178, 130, 253, 262
179, 130, 254, 263
180, 129, 254, 261
181, 129, 254, 268
182, 129, 254, 263
183, 129, 254, 266
184, 129, 254, 262
185, 128, 254, 264
186, 128, 254, 258
187, 127, 254, 263
188, 127, 254, 261
189, 127, 255, 256
190, 127, 255, 260
191, 126, 254, 260
192, 126, 254, 268
193, 125, 254, 267
194, 125, 254, 267
195, 125, 254, 268
196, 125, 254, 269
197, 125, 254, 263
198, 124, 254, 260
199, 143, 253, 100
200, 181, 254, 87
201, 223, 253, 63
202, 261, 256, 58
203, 306, 254, 17
204, 321, 258, 254
205, 321, 258, 250
206, 321, 258, 254
207, 320, 258, 257
208, 320, 258, 257
209, 320, 258, 258
210, 320, 258, 255
211, 320, 258, 260
212, 318, 258, 256
213, 319, 258, 259
214, 318, 258, 255
215, 317, 258, 257
216, 317, 258, 258
217, 317, 258, 260
218, 316, 258, 255
219, 316, 258, 258
220, 316, 258, 256
221, 315, 258, 255
222, 315, 258, 256
223, 315, 258, 252
224, 315, 258, 253
225, 315, 258, 255
226, 312, 258, 258
227, 312, 258, 257
228, 312, 258, 258
229, 311, 257, 257
230, 311, 257, 257
231, 310, 257, 254
232, 311, 257, 256
233, 309, 257, 258
234, 309, 257, 261
235, 309, 257, 258
236, 309, 257, 260
237, 308, 258, 263
238, 307, 258, 261
239, 307, 257, 255
240, 307, 258, 262
241, 306, 258, 265
242, 307, 258, 263
243, 306, 258, 261
244, 306, 258, 263
245, 305, 258, 267
246, 305, 258, 264
247, 305, 258, 265
248, 305, 258, 262
249, 306, 258, 260
250, 305, 258, 258
251, 305, 258, 257
252, 305, 258, 258
253, 305, 258, 252
254, 305, 258, 252
255, 305, 258, 250
256, 304, 258, 249
257, 303, 258, 255
258, 304, 258, 246
259, 303, 258, 251
260, 303, 258, 247
261, 303, 258, 249
262, 302, 258, 254
263, 302, 258, 248
264, 302, 258, 250
265, 302, 258, 250
266, 301, 258, 253
267, 300, 258, 254
268, 300, 258, 255
269, 299, 258, 256
270, 299, 258, 254
271, 299, 258, 259
272, 298, 258, 258
273, 298, 258, 258
274, 297, 258, 255
275, 297, 258, 259
276, 297, 258, 258
277, 296, 258, 256
278, 295, 259, 255
279, 295, 259, 255
280, 295, 259, 257
281, 295, 259, 250
282, 295, 259, 252
283, 295, 259, 249
284, 294, 259, 250
285, 294, 259, 253
286, 293, 259, 251
287, 292, 260, 255
288, 292, 260, 251
289, 292, 260, 255
290, 292, 260, 250
291, 292, 260, 250
292, 291, 260, 255
293, 291, 260, 250
294, 291, 260, 250
295, 291, 260, 251
296, 290, 260, 250
297, 290, 260, 252
298, 289, 260, 254
299, 289, 260, 257
300, 289, 260, 251
301, 289, 260, 253
302, 289, 260, 252
303, 288, 260, 256
304, 289, 260, 253
305, 289, 260, 250
306, 288, 260, 255
307, 288, 260, 252
308, 288, 260, 252
309, 288, 260, 248
310, 287, 260, 251
311, 288, 260, 251
312, 287, 260, 251
313, 287, 260, 251
314, 287, 260, 251
315, 287, 260, 247
316, 287, 260, 247
317, 286, 260, 247
318, 286, 260, 242
319, 285, 260, 245
320, 284, 260, 248
321, 284, 260, 247
322, 283, 260, 247
323, 283, 260, 247
324, 282, 260, 250
325, 282, 260, 255
326, 282, 260, 254
327, 282, 260, 254
328, 282, 260, 252
329, 283, 260, 252
330, 282, 260, 255
331, 281, 260, 255
332, 280, 260, 252
333, 281, 260, 257
334, 281, 260, 256
335, 280, 260, 257
336, 281, 260, 253
337, 281, 260, 255
338, 281, 260, 252
339, 280, 260, 252
340, 280, 260, 250
341, 279, 260, 250
342, 279, 260, 247
343, 278, 260, 253
344, 278, 260, 251
345, 278, 260, 253
346, 276, 260, 249
347, 276, 260, 251
348, 277, 260, 249
349, 277, 260, 247
350, 276, 260, 249
351, 275, 260, 257
352, 275, 260, 257
353, 275, 260, 256
354, 275, 260, 258
355, 274, 260, 258
356, 274, 260, 254
357, 274, 260, 253
358, 274, 260, 257
359, 273, 260, 254
360, 273, 260, 255
361, 273, 260, 262
362, 273, 260, 257
363, 273, 260, 259
364, 272, 260, 263
365, 272, 260, 255
366, 272, 260, 270
367, 272, 260, 265
368, 272, 260, 265
369, 271, 261, 262
370, 271, 261, 260
371, 271, 260, 259
372, 271, 260, 259
373, 271, 261, 254
374, 270, 261, 257
375, 270, 261, 260
376, 270, 261, 260
377, 270, 261, 259
378, 270, 261, 257
379, 270, 261, 261
380, 269, 261, 258
381, 269, 261, 260
382, 268, 261, 258
383, 268, 261, 256
384, 268, 261, 258
385, 268, 261, 258
386, 268, 261, 256
387, 267, 261, 256
388, 267, 261, 256
389, 266, 261, 260
390, 267, 261, 253
391, 266, 261, 254
392, 266, 261, 254
393, 266, 261, 254
394, 266, 261, 253
395, 266, 261, 253
396, 264, 261, 253
397, 264, 261, 255
398, 264, 261, 254
399, 263, 261, 252
400, 263, 261, 252
401, 263, 261, 256
402, 263, 261, 252
403, 263, 261, 257
404, 262, 261, 252
405, 262, 261, 256
406, 261, 261, 260
407, 261, 261, 258
408, 261, 261, 265
409, 261, 261, 254
410, 261, 261, 252
411, 260, 261, 253
412, 260, 260, 254
413, 260, 261, 255
414, 260, 260, 260
415, 260, 261, 260
416, 260, 261, 260
417, 260, 260, 264
418, 259, 260, 255
419, 259, 261, 255
420, 259, 261, 254
421, 259, 261, 262
422, 258, 261, 262
423, 258, 261, 266
424, 258, 261, 267
425, 258, 261, 265
426, 258, 261, 265
427, 258, 261, 266
428, 257, 261, 270
429, 257, 261, 271
430, 256, 261, 268
431, 256, 261, 269
432, 256, 261, 266
433, 256, 261, 266
434, 257, 261, 262
435, 256, 261, 263
436, 256, 261, 261
437, 256, 261, 260
438, 257, 261, 252
439, 257, 261, 255
440, 257, 261, 255
441, 256, 261, 258
442, 256, 261, 257
443, 256, 261, 257
444, 255, 261, 252
445, 255, 261, 254
446, 255, 261, 253
447, 255, 261, 253
448, 254, 261, 256
449, 254, 261, 246
450, 254, 262, 247
451, 254, 261, 250
452, 254, 261, 251
453, 253, 263, 250
454, 253, 262, 254
455, 253, 262, 253
456, 253, 262, 254
457, 253, 263, 260
458, 252, 263, 256
459, 252, 263, 257
460, 252, 263, 254
461, 252, 262, 252
462, 252, 263, 257
463, 252, 263, 253
464, 251, 263, 255
465, 251, 263, 258
466, 251, 263, 255
467, 251, 263, 254
468, 250, 264, 259
469, 250, 264, 262
470, 251, 264, 260
471, 250, 264, 258
472, 250, 264, 263
473, 250, 264, 263
474, 249, 264, 257
475, 249, 264, 259
476, 248, 264, 254
477, 248, 264, 259
478, 247, 264, 260
479, 247, 264, 255
480, 247, 264, 257
481, 247, 264, 261
482, 246, 265, 266
483, 246, 265, 264
484, 246, 264, 260
485, 246, 264, 264
486, 246, 264, 258
487, 245, 264, 260
488, 244, 264, 257
489, 244, 264, 256
490, 244, 264, 253
491, 244, 264, 255
492, 244, 264, 250
493, 243, 265, 255
494, 243, 264, 253
495, 243, 264, 251
496, 243, 265, 253
497, 243, 264, 252
498, 243, 264, 253
499, 243, 264, 255
500, 243, 265, 255
501, 243, 264, 260
502, 242, 264, 259
503, 242, 264, 258
504, 241, 264, 259
505, 241, 264, 255
506, 241, 265, 256
507, 241, 265, 255
508, 241, 265, 256
509, 241, 265, 259
510, 241, 265, 260
511, 241, 265, 259
512, 241, 265, 258
513, 240, 265, 257
514, 240, 265, 255
515, 240, 265, 250
516, 240, 265, 249
517, 240, 265, 254
518, 240, 265, 251
519, 240, 265, 250
520, 239, 265, 250
521, 239, 265, 250
522, 239, 265, 251
523, 239, 265, 252
524, 238, 265, 250
525, 238, 265, 248
526, 238, 265, 248
527, 238, 265, 251
528, 238, 265, 248
529, 237, 265, 252
530, 236, 265, 256
531, 236, 265, 253
532, 236, 265, 251
533, 235, 265, 250
534, 235, 265, 247
535, 235, 265, 252
536, 234, 265, 251
537, 233, 265, 251
538, 233, 265, 258
539, 232, 264, 258
540, 231, 265, 261
541, 231, 264, 258
542, 232, 264, 259
543, 231, 264, 262
544, 231, 264, 260
545, 231, 264, 262
546, 231, 264, 258
547, 230, 264, 257
548, 231, 264, 254
549, 230, 264, 256
550, 230, 264, 256
551, 230, 264, 252
552, 230, 264, 256
553, 230, 264, 260
554, 229, 264, 255
555, 230, 264, 257
556, 229, 264, 254
557, 229, 264, 254
558, 229, 264, 254
559, 229, 264, 252
560, 229, 264, 249
561, 228, 264, 253
562, 228, 264, 252
563, 228, 264, 250
564, 228, 264, 251
565, 227, 264, 250
566, 227, 264, 247
567, 227, 264, 246
568, 227, 264, 251
569, 224, 264, 256
570, 224, 264, 257
571, 224, 264, 256
572, 224, 264, 258
573, 224, 264, 258
574, 224, 264, 255
575, 223, 264, 257
576, 223, 264, 256
577, 223, 265, 257
578, 222, 265, 260
579, 222, 265, 255
580, 223, 265, 254
581, 222, 265, 256
582, 222, 265, 252
583, 222, 265, 256
584, 222, 265, 253
585, 221, 265, 253
586, 222, 265, 249
587, 222, 266, 254
588, 221, 265, 253
589, 221, 266, 252
590, 220, 266, 253
591, 221, 266, 258
592, 220, 266, 257
593, 220, 266, 258
594, 220, 266, 257
595, 220, 266, 257
596, 220, 266, 256
597, 220, 266, 253
598, 219, 266, 255
599, 219, 266, 252
600, 219, 266, 250
601, 219, 266, 259
602, 218, 266, 251
603, 218, 266, 258
604, 218, 266, 258
605, 217, 266, 256
606, 217, 266, 252
607, 217, 266, 253
608, 217, 266, 254
609, 217, 266, 253
610, 217, 266, 248
611, 215, 266, 245
612, 215, 267, 246
613, 215, 267, 250
614, 214, 267, 249
615, 214, 267, 249
616, 214, 267, 252
617, 214, 267, 254
618, 214, 267, 252
619, 213, 267, 253
620, 213, 267, 249
621, 213, 267, 252
622, 213, 267, 251
623, 213, 267, 246
624, 214, 267, 245
625, 213, 267, 245
626, 213, 267, 247
627, 213, 267, 243
628, 213, 267, 244
629, 213, 267, 243
630, 213, 267, 242
631, 212, 268, 241
632, 212, 268, 242
633, 211, 268, 247
634, 211, 268, 243
635, 211, 268, 242
636, 210, 268, 244
637, 210, 268, 245
638, 210, 268, 248
639, 210, 268, 248
640, 210, 269, 247
641, 210, 269, 251
642, 210, 269, 245
643, 210, 269, 249
644, 209, 269, 252
645, 210, 269, 245
646, 211, 269, 248
647, 211, 269, 248
648, 209, 269, 249
649, 209, 270, 249
650, 208, 270, 252
651, 209, 270, 247
652, 209, 270, 256
653, 209, 270, 256
654, 209, 271, 256
655, 208, 271, 258
656, 208, 271, 260
657, 208, 271, 254
658, 208, 271, 259
659, 208, 271, 251
660, 208, 271, 260
661, 207, 271, 261
662, 207, 271, 257
663, 207, 271, 256
664, 207, 271, 259
665, 207, 271, 254
666, 207, 271, 254
667, 207, 271, 256
668, 207, 271, 257
669, 206, 271, 257
670, 206, 271, 256
671, 207, 271, 255
672, 206, 271, 255
673, 206, 271, 253
674, 206, 271, 251
675, 204, 272, 254
676, 205, 271, 252
677, 203, 272, 254
678, 205, 271, 250
679, 203, 272, 249
680, 203, 272, 252
681, 203, 272, 246
682, 203, 272, 248
683, 203, 272, 252
684, 202, 272, 252
685, 202, 272, 252
686, 202, 272, 253
687, 202, 272, 249
688, 202, 272, 250
689, 202, 272, 247
690, 201, 273, 247
691, 201, 272, 246
692, 201, 273, 248
693, 201, 273, 252
694, 201, 273, 251
695, 200, 273, 259
696, 200, 273, 258
697, 200, 273, 252
698, 200, 273, 258
699, 199, 273, 257
700, 199, 273, 258
701, 198, 273, 263
702, 198, 273, 261
703, 199, 273, 261
704, 198, 273, 252
705, 198, 273, 250
706, 198, 273, 253
707, 198, 273, 249
708, 198, 273, 251
709, 198, 273, 247
710, 197, 273, 259
711, 197, 273, 251
712, 197, 273, 256
713, 195, 273, 257
714, 196, 273, 258
715, 195, 273, 260
716, 195, 274, 258
717, 195, 274, 257
718, 195, 274, 251
719, 194, 274, 255
720, 194, 274, 256
721, 194, 274, 256
722, 194, 274, 257
723, 194, 274, 261
724, 194, 274, 260
725, 194, 274, 260
726, 194, 274, 258
727, 194, 274, 259
728, 194, 274, 258
729, 194, 274, 258
730, 194, 274, 253
731, 194, 274, 254
732, 194, 274, 255
733, 193, 274, 256
734, 194, 274, 254
735, 193, 274, 252
736, 193, 274, 252
737, 193, 275, 256
738, 193, 275, 255
739, 192, 275, 255
740, 192, 275, 251
741, 192, 275, 251
742, 192, 275, 253
743, 192, 275, 253
744, 191, 275, 252
745, 191, 275, 254
746, 191, 275, 255
747, 191, 275, 257
748, 190, 275, 254
749, 190, 275, 254
750, 188, 275, 256
751, 188, 275, 256
752, 188, 275, 255
753, 188, 275, 255
754, 188, 275, 257
755, 187, 275, 259
756, 187, 274, 257
757, 186, 274, 251
758, 186, 274, 255
759, 186, 275, 257
760, 186, 275, 259
761, 186, 274, 253
762, 186, 275, 255
763, 186, 274, 253
764, 186, 275, 254
765, 186, 275, 255
766, 184, 275, 257
767, 185, 275, 250
768, 185, 275, 254
769, 185, 275, 250
770, 185, 275, 250
771, 183, 275, 251
772, 183, 275, 251
773, 183, 275, 246
774, 183, 274, 245
775, 183, 275, 249
776, 184, 274, 240
777, 182, 275, 247
778, 182, 275, 250
779, 182, 275, 251
780, 182, 275, 247
781, 182, 275, 251
782, 181, 275, 255
783, 181, 275, 261
784, 181, 275, 257
785, 181, 275, 255
786, 180, 275, 253
787, 180, 275, 258
788, 180, 275, 253
789, 179, 275, 255
790, 180, 275, 256
791, 178, 274, 256
792, 178, 274, 258
793, 178, 275, 259
794, 178, 275, 261
795, 177, 275, 257
796, 177, 275, 258
797, 177, 275, 259
798, 177, 275, 257
799, 176, 275, 257
800, 176, 275, 256
801, 176, 275, 254
802, 175, 275, 255
803, 175, 275, 256
804, 175, 275, 259
805, 175, 275, 255
806, 175, 275, 253
807, 175, 276, 257
808, 174, 276, 258
809, 174, 276, 258
810, 174, 276, 255
811, 173, 276, 257
812, 173, 276, 251
813, 173, 276, 255
814, 173, 276, 254
815, 172, 276, 252
816, 172, 276, 256
817, 172, 276, 259
818, 171, 276, 256
819, 171, 276, 258
820, 170, 276, 260
821, 170, 276, 259
822, 170, 276, 257
823, 169, 276, 257
824, 169, 276, 255
825, 169, 276, 253
826, 168, 276, 254
827, 168, 276, 254
828, 168, 277, 252
829, 168, 277, 253
830, 168, 276, 248
831, 167, 276, 248
832, 168, 276, 249
833, 167, 276, 258
834, 167, 276, 259
835, 167, 276, 258
836, 167, 276, 259
837, 167, 277, 257
838, 166, 277, 258
839, 166, 277, 261
840, 166, 277, 262
841, 166, 277, 262
842, 165, 277, 262
843, 165, 277, 260
844, 165, 277, 258
845, 165, 277, 258
846, 165, 277, 258
847, 165, 277, 260
848, 165, 277, 260
849, 164, 277, 258
850, 164, 278, 258
851, 164, 278, 258
852, 164, 278, 258
853, 164, 278, 259
854, 164, 278, 263
855, 164, 278, 263
856, 163, 279, 260
857, 164, 279, 263
858, 163, 279, 261
859, 163, 279, 261
860, 163, 279, 262
861, 163, 279, 262
862, 163, 279, 264
863, 162, 279, 266
864, 162, 279, 263
865, 163, 279, 263
866, 162, 279, 262
867, 161, 279, 261
868, 162, 279, 258
869, 162, 279, 260
870, 161, 279, 256
871, 161, 279, 261
872, 161, 279, 259
873, 161, 279, 258
874, 161, 279, 256
875, 160, 279, 254
876, 161, 279, 250
877, 161, 279, 247
878, 160, 279, 250
879, 160, 278, 248
880, 160, 278, 250
881, 159, 279, 252
882, 159, 279, 261
883, 160, 279, 260
884, 159, 279, 262
885, 159, 279, 262
886, 159, 279, 261
887, 159, 279, 263
888, 159, 279, 258
889, 158, 279, 258
890, 158, 279, 264
891, 157, 279, 258
892, 157, 279, 261
893, 156, 279, 256
894, 156, 279, 252
895, 156, 279, 255
896, 156, 279, 256
897, 156, 279, 259
898, 155, 279, 262
899, 154, 279, 266
900, 155, 279, 263
901, 155, 279, 263
902, 154, 279, 258
903, 154, 279, 265
904, 154, 279, 260
905, 154, 279, 257
906, 153, 279, 261
907, 153, 279, 258
908, 153, 279, 259
909, 153, 279, 257
910, 153, 280, 257
911, 152, 280, 259
912, 152, 280, 259
913, 152, 279, 259
914, 152, 280, 256
915, 151, 280, 257
916, 150, 280, 260
917, 150, 280, 258
918, 150, 280, 263
919, 149, 280, 263
920, 149, 280, 268
921, 149, 279, 261
922, 149, 280, 261
923, 148, 279, 260
924, 148, 279, 263
925, 148, 279, 266
926, 148, 280, 269
927, 147, 280, 270
928, 147, 279, 266
929, 147, 279, 270
930, 147, 280, 271
931, 146, 280, 265
932, 146, 280, 265
933, 146, 280, 269
934, 146, 280, 263
935, 146, 280, 268
936, 145, 280, 264
937, 145, 280, 269
938, 145, 280, 271
939, 144, 280, 267
940, 144, 280, 264
941, 144, 280, 266
942, 143, 280, 263
943, 143, 280, 266
944, 143, 280, 265
945, 142, 280, 262
946, 142, 280, 261
947, 142, 280, 262
948, 142, 280, 262
949, 143, 280, 263
950, 142, 280, 264
951, 142, 280, 264
952, 141, 280, 266
953, 141, 280, 271
954, 141, 280, 268
955, 141, 280, 266
956, 141, 280, 264
957, 141, 280, 263
958, 140, 280, 262
959, 140, 280, 261
960, 140, 280, 266
961, 140, 280, 264
962, 140, 280, 265
963, 139, 280, 264
964, 140, 280, 268
965, 139, 280, 267
966, 139, 280, 267
967, 139, 280, 265
968, 139, 280, 267
969, 139, 280, 270
970, 138, 280, 269
971, 138, 280, 269
972, 138, 280, 272
973, 138, 280, 266
974, 138, 280, 275
975, 137, 280, 265
976, 137, 280, 265
977, 137, 280, 266
978, 137, 280, 263
979, 137, 279, 268
980, 137, 279, 272
981, 136, 279, 271
982, 136, 279, 269
983, 136, 279, 269
984, 136, 278, 267
985, 136, 278, 263
986, 136, 278, 268
987, 135, 278, 266
988, 136, 278, 261
989, 135, 278, 263
990, 134, 278, 267
991, 134, 278, 264
992, 133, 278, 269
993, 132, 278, 266
994, 132, 278, 272
995, 132, 278, 266
996, 131, 278, 268
997, 131, 278, 268
998, 131, 278, 268
999, 131, 278, 274
